TissueType,ZT,Metabolite,Abundance,RelAbundance
IlealCont,24,Ala-CA_17790,1145010,19.669104984519947
IlealCont,24,Ala-bMCA_17791,436475,13.332276464633692
IlealCont,24,Asn-CA_20646,185733,9.039309630410486
IlealCont,24,Gln-CA_21582,12268800,77.80410396862571
IlealCont,24,His-CA_22165,105675,11.59195018999061
IlealCont,24,Arg-CA_23368,859844,1.7081397793934547
IlealCont,24,Phe-CA_22812,183319,4.5059242584215244
IlealCont,24,Tyr-CA_23803,87581,1.6948411273912654
IlealCont,24,Trp-CA_25121,40889,1.0656659395688262
IlealCont,24,Ornithine-CA_20652,0,0
IlealCont,24,Arg-DCA_22370,3859,0.4175076233819416
IlealCont,24,Ser-CA_18843,925028,26.137937163192852
IlealCont,24,Val-CA_19625,87284,11.789097205620365
IlealCont,24,Thr-CA_19755,98269,13.301929252833306
IlealCont,24,Ile-Leu-CA_20580,184599,7.6580873636518065
IlealCont,24,Ile-Leu-gMCA_20581,16790,3.9962726843218297
IlealCont,24,Lys-CA_21586,289941,2.4587775209622698
IlealCont,24,Lys-CA_21588,71831,4.891766990873096
IlealCont,24,Lys-bMCA_21589,0,0
IlealCont,24,Lys-gMCA_21590,0,0
IlealCont,24,Met-CA_21765,92082,9.084326128906236
IlealCont,24,Met-gMCA_21769,84642,10.432782617698827
IlealCont,24,Phe-bMCA_22813,4684,0.3034927912362893
IlealCont,24,Arg-bMCA_23369,3674,0.028954100500360586
IlealCont,24,Tyr-bMCA_23804,0,0
IlealCont,24,Trp-bMCA_25122,3957,0.5870636801637903
Ileum,0,Ala-CA_17790,430917,45.350232267380065
Ileum,0,Ala-bMCA_17791,108520,27.866511909775365
Ileum,0,Asn-CA_20646,79413,22.55192625534598
Ileum,0,Gln-CA_21582,13369774,66.86438922473906
Ileum,0,His-CA_22165,4388,2.1897300264484256
Ileum,0,Arg-CA_23368,16017,3.116723908115313
Ileum,0,Phe-CA_22812,7008,1.8061250525111272
Ileum,0,Tyr-CA_23803,2596,0.8705391574951543
Ileum,0,Trp-CA_25121,3667,0.8007914011556554
Ileum,0,Ornithine-CA_20652,0,0
Ileum,0,Arg-DCA_22370,0,NA
Ileum,0,Ser-CA_18843,270113,32.21133722490207
Ileum,0,Val-CA_19625,18022,13.312453370956662
Ileum,0,Thr-CA_19755,25501,19.668502321563547
Ileum,0,Ile-Leu-CA_20580,138234,55.7285052550101
Ileum,0,Ile-Leu-gMCA_20581,0,0
Ileum,0,Lys-CA_21586,0,0
Ileum,0,Lys-CA_21588,0,0
Ileum,0,Lys-bMCA_21589,0,0
Ileum,0,Lys-gMCA_21590,0,0
Ileum,0,Met-CA_21765,27383,13.97262930154713
Ileum,0,Met-gMCA_21769,39283,32.0348050168806
Ileum,0,Phe-bMCA_22813,0,0
Ileum,0,Arg-bMCA_23369,0,0
Ileum,0,Tyr-bMCA_23804,0,0
Ileum,0,Trp-bMCA_25122,0,0
Ileum,4,Ala-CA_17790,950198,100
Ileum,4,Ala-bMCA_17791,239543,61.51149891635937
Ileum,4,Asn-CA_20646,143030,40.61806017027609
Ileum,4,Gln-CA_21582,12465854,62.343739982049826
Ileum,4,His-CA_22165,87056,43.443285593093464
Ileum,4,Arg-CA_23368,513905,100
Ileum,4,Phe-CA_22812,388013,100
Ileum,4,Tyr-CA_23803,298206,100
Ileum,4,Trp-CA_25121,433455,94.65695031031485
Ileum,4,Ornithine-CA_20652,9329,100
Ileum,4,Arg-DCA_22370,0,NA
Ileum,4,Ser-CA_18843,430394,51.32506126537597
Ileum,4,Val-CA_19625,77135,56.9779209171425
Ileum,4,Thr-CA_19755,29001,22.36799481697441
Ileum,4,Ile-Leu-CA_20580,248049,100
Ileum,4,Ile-Leu-gMCA_20581,7023,12.275825904562138
Ileum,4,Lys-CA_21586,355935,100
Ileum,4,Lys-CA_21588,37886,48.77879205345762
Ileum,4,Lys-bMCA_21589,9131,20.40127801237795
Ileum,4,Lys-gMCA_21590,1952,4.382085531485015
Ileum,4,Met-CA_21765,78076,39.839572192513366
Ileum,4,Met-gMCA_21769,16732,13.64474091954398
Ileum,4,Phe-bMCA_22813,110778,100
Ileum,4,Arg-bMCA_23369,98241,100
Ileum,4,Tyr-bMCA_23804,111453,100
Ileum,4,Trp-bMCA_25122,54690,38.694203298452656
Ileum,8,Ala-CA_17790,869376,91.49419384170457
Ileum,8,Ala-bMCA_17791,389428,100
Ileum,8,Asn-CA_20646,352134,100
Ileum,8,Gln-CA_21582,19995358,100
Ileum,8,His-CA_22165,200390,100
Ileum,8,Arg-CA_23368,79983,15.563771514190366
Ileum,8,Phe-CA_22812,192962,49.73080798839214
Ileum,8,Tyr-CA_23803,87122,29.215374606815423
Ileum,8,Trp-CA_25121,457922,100
Ileum,8,Ornithine-CA_20652,5917,63.42587629971058
Ileum,8,Arg-DCA_22370,0,NA
Ileum,8,Ser-CA_18843,838565,100
Ileum,8,Val-CA_19625,135377,100
Ileum,8,Thr-CA_19755,129654,100
Ileum,8,Ile-Leu-CA_20580,194972,78.60221165979301
Ileum,8,Ile-Leu-gMCA_20581,57210,100
Ileum,8,Lys-CA_21586,187601,52.706533496284436
Ileum,8,Lys-CA_21588,77669,100
Ileum,8,Lys-bMCA_21589,44757,100
Ileum,8,Lys-gMCA_21590,44545,100
Ileum,8,Met-CA_21765,195976,100
Ileum,8,Met-gMCA_21769,122626,100
Ileum,8,Phe-bMCA_22813,35384,31.941360197873227
Ileum,8,Arg-bMCA_23369,4034,4.1062285603770325
Ileum,8,Tyr-bMCA_23804,35446,31.80354050586346
Ileum,8,Trp-bMCA_25122,141339,100
Ileum,12,Ala-CA_17790,2725,0.2867823337872738
Ileum,12,Ala-bMCA_17791,0,0
Ileum,12,Asn-CA_20646,2313,0.6568522210294945
Ileum,12,Gln-CA_21582,18662790,93.33561319582276
Ileum,12,His-CA_22165,32156,16.04670891761066
Ileum,12,Arg-CA_23368,0,0
Ileum,12,Phe-CA_22812,57871,14.91470646602047
Ileum,12,Tyr-CA_23803,2461,0.8252684385961382
Ileum,12,Trp-CA_25121,58002,12.666349290927275
Ileum,12,Ornithine-CA_20652,0,0
Ileum,12,Arg-DCA_22370,0,NA
Ileum,12,Ser-CA_18843,8473,1.0104166045565939
Ileum,12,Val-CA_19625,24288,17.941009181766475
Ileum,12,Thr-CA_19755,2133,1.6451478550603915
Ileum,12,Ile-Leu-CA_20580,142458,57.4313946034856
Ileum,12,Ile-Leu-gMCA_20581,0,0
Ileum,12,Lys-CA_21586,0,0
Ileum,12,Lys-CA_21588,0,0
Ileum,12,Lys-bMCA_21589,0,0
Ileum,12,Lys-gMCA_21590,0,0
Ileum,12,Met-CA_21765,2793,1.4251745111646323
Ileum,12,Met-gMCA_21769,0,0
Ileum,12,Phe-bMCA_22813,0,0
Ileum,12,Arg-bMCA_23369,0,0
Ileum,12,Tyr-bMCA_23804,5378,4.825352390693835
Ileum,12,Trp-bMCA_25122,0,0
Ileum,16,Ala-CA_17790,107496,11.313010551485059
Ileum,16,Ala-bMCA_17791,57312,14.716969503990468
Ileum,16,Asn-CA_20646,17192,4.882232332009973
Ileum,16,Gln-CA_21582,13436317,67.19718146581822
Ileum,16,His-CA_22165,8392,4.187833724237736
Ileum,16,Arg-CA_23368,4497,0.8750644574386316
Ileum,16,Phe-CA_22812,11647,3.0017035511696775
Ileum,16,Tyr-CA_23803,19609,6.575655754746719
Ileum,16,Trp-CA_25121,20184,4.407737562292268
Ileum,16,Ornithine-CA_20652,0,0
Ileum,16,Arg-DCA_22370,0,NA
Ileum,16,Ser-CA_18843,107713,12.844919594783946
Ileum,16,Val-CA_19625,12057,8.90623961234183
Ileum,16,Thr-CA_19755,13775,10.624431178367038
Ileum,16,Ile-Leu-CA_20580,157827,63.62734782240606
Ileum,16,Ile-Leu-gMCA_20581,0,0
Ileum,16,Lys-CA_21586,0,0
Ileum,16,Lys-CA_21588,0,0
Ileum,16,Lys-bMCA_21589,0,0
Ileum,16,Lys-gMCA_21590,0,0
Ileum,16,Met-CA_21765,10258,5.2343144058456135
Ileum,16,Met-gMCA_21769,2406,1.9620635101854418
Ileum,16,Phe-bMCA_22813,0,0
Ileum,16,Arg-bMCA_23369,0,0
Ileum,16,Tyr-bMCA_23804,6290,5.643634536531094
Ileum,16,Trp-bMCA_25122,7916,5.600718839103149
Ileum,20,Ala-CA_17790,256502,26.994584286643413
Ileum,20,Ala-bMCA_17791,112196,28.81046047022813
Ileum,20,Asn-CA_20646,81119,23.036400915560552
Ileum,20,Gln-CA_21582,10992503,54.97527476127209
Ileum,20,His-CA_22165,10812,5.395478816308199
Ileum,20,Arg-CA_23368,18119,3.5257489224662146
Ileum,20,Phe-CA_22812,16736,4.31325754549461
Ileum,20,Tyr-CA_23803,3864,1.2957485764873946
Ileum,20,Trp-CA_25121,17120,3.7386279759435017
Ileum,20,Ornithine-CA_20652,0,0
Ileum,20,Arg-DCA_22370,0,NA
Ileum,20,Ser-CA_18843,173835,20.730056704012213
Ileum,20,Val-CA_19625,16135,11.91856814673098
Ileum,20,Thr-CA_19755,28386,21.893655421352214
Ileum,20,Ile-Leu-CA_20580,132968,53.60553761555177
Ileum,20,Ile-Leu-gMCA_20581,2846,4.974654780632756
Ileum,20,Lys-CA_21586,0,0
Ileum,20,Lys-CA_21588,0,0
Ileum,20,Lys-bMCA_21589,0,0
Ileum,20,Lys-gMCA_21590,0,0
Ileum,20,Met-CA_21765,20694,10.559456259950197
Ileum,20,Met-gMCA_21769,19408,15.826986120398612
Ileum,20,Phe-bMCA_22813,0,0
Ileum,20,Arg-bMCA_23369,0,0
Ileum,20,Tyr-bMCA_23804,7568,6.790306227737252
Ileum,20,Trp-bMCA_25122,0,0
Ileum,24,Ala-CA_17790,430917,45.350232267380065
Ileum,24,Ala-bMCA_17791,108520,27.866511909775365
Ileum,24,Asn-CA_20646,79413,22.55192625534598
Ileum,24,Gln-CA_21582,13369774,66.86438922473906
Ileum,24,His-CA_22165,4388,2.1897300264484256
Ileum,24,Arg-CA_23368,16017,3.116723908115313
Ileum,24,Phe-CA_22812,7008,1.8061250525111272
Ileum,24,Tyr-CA_23803,2596,0.8705391574951543
Ileum,24,Trp-CA_25121,3667,0.8007914011556554
Ileum,24,Ornithine-CA_20652,0,0
Ileum,24,Arg-DCA_22370,0,NA
Ileum,24,Ser-CA_18843,270113,32.21133722490207
Ileum,24,Val-CA_19625,18022,13.312453370956662
Ileum,24,Thr-CA_19755,25501,19.668502321563547
Ileum,24,Ile-Leu-CA_20580,138234,55.7285052550101
Ileum,24,Ile-Leu-gMCA_20581,0,0
Ileum,24,Lys-CA_21586,0,0
Ileum,24,Lys-CA_21588,0,0
Ileum,24,Lys-bMCA_21589,0,0
Ileum,24,Lys-gMCA_21590,0,0
Ileum,24,Met-CA_21765,27383,13.97262930154713
Ileum,24,Met-gMCA_21769,39283,32.0348050168806
Ileum,24,Phe-bMCA_22813,0,0
Ileum,24,Arg-bMCA_23369,0,0
Ileum,24,Tyr-bMCA_23804,0,0
Ileum,24,Trp-bMCA_25122,0,0
Jejunum,0,Ala-CA_17790,886714,100
Jejunum,0,Ala-bMCA_17791,157721,100
Jejunum,0,Asn-CA_20646,109222,98.31494050083714
Jejunum,0,Gln-CA_21582,13020007,65.28543584498438
Jejunum,0,His-CA_22165,3171.5,55.060763888888886
Jejunum,0,Arg-CA_23368,124648,70.55653670244078
Jejunum,0,Phe-CA_22812,62063,66.13140397238088
Jejunum,0,Tyr-CA_23803,27414,20.676391172521985
Jejunum,0,Trp-CA_25121,3688,5.437523037228161
Jejunum,0,Ornithine-CA_20652,0,NA
Jejunum,0,Arg-DCA_22370,0,NA
Jejunum,0,Ser-CA_18843,515196.5,100
Jejunum,0,Val-CA_19625,11493,46.52848062831465
Jejunum,0,Thr-CA_19755,44528,100
Jejunum,0,Ile-Leu-CA_20580,155904,91.32734653708944
Jejunum,0,Ile-Leu-gMCA_20581,4408,100
Jejunum,0,Lys-CA_21586,0,0
Jejunum,0,Lys-CA_21588,0,NA
Jejunum,0,Lys-bMCA_21589,0,NA
Jejunum,0,Lys-gMCA_21590,0,NA
Jejunum,0,Met-CA_21765,39337,81.17583936936379
Jejunum,0,Met-gMCA_21769,62208,100
Jejunum,0,Phe-bMCA_22813,1557.5,7.890070921985816
Jejunum,0,Arg-bMCA_23369,0,NA
Jejunum,0,Tyr-bMCA_23804,1486,30.36371066612178
Jejunum,0,Trp-bMCA_25122,3320.5,37.279667677107895
Jejunum,4,Ala-CA_17790,387812,43.73586071720983
Jejunum,4,Ala-bMCA_17791,144766,91.78612867024682
Jejunum,4,Asn-CA_20646,111094,100
Jejunum,4,Gln-CA_21582,11618833,58.259613563578526
Jejunum,4,His-CA_22165,3914,67.95138888888889
Jejunum,4,Arg-CA_23368,176664,100
Jejunum,4,Phe-CA_22812,93848,100
Jejunum,4,Tyr-CA_23803,132586,100
Jejunum,4,Trp-CA_25121,67825,100
Jejunum,4,Ornithine-CA_20652,0,NA
Jejunum,4,Arg-DCA_22370,0,NA
Jejunum,4,Ser-CA_18843,437293,84.87887631224203
Jejunum,4,Val-CA_19625,24701,100
Jejunum,4,Thr-CA_19755,17629,39.590819259791594
Jejunum,4,Ile-Leu-CA_20580,170709,100
Jejunum,4,Ile-Leu-gMCA_20581,3236,73.41197822141561
Jejunum,4,Lys-CA_21586,14237,100
Jejunum,4,Lys-CA_21588,0,NA
Jejunum,4,Lys-bMCA_21589,0,NA
Jejunum,4,Lys-gMCA_21590,0,NA
Jejunum,4,Met-CA_21765,48459,100
Jejunum,4,Met-gMCA_21769,9118,14.657278806584362
Jejunum,4,Phe-bMCA_22813,19740,100
Jejunum,4,Arg-bMCA_23369,0,NA
Jejunum,4,Tyr-bMCA_23804,3720,76.0114425827544
Jejunum,4,Trp-bMCA_25122,8907,100
Jejunum,8,Ala-CA_17790,15123,1.7055104577124078
Jejunum,8,Ala-bMCA_17791,4719,2.991992188738342
Jejunum,8,Asn-CA_20646,10553,9.499162871082147
Jejunum,8,Gln-CA_21582,19943203,100
Jejunum,8,His-CA_22165,2622,45.520833333333336
Jejunum,8,Arg-CA_23368,0,0
Jejunum,8,Phe-CA_22812,4355,4.640482482311823
Jejunum,8,Tyr-CA_23803,2816,2.123904484636387
Jejunum,8,Trp-CA_25121,16239,23.942499078510874
Jejunum,8,Ornithine-CA_20652,0,NA
Jejunum,8,Arg-DCA_22370,0,NA
Jejunum,8,Ser-CA_18843,23500,4.561366391270127
Jejunum,8,Val-CA_19625,22165,89.7332091818145
Jejunum,8,Thr-CA_19755,0,0
Jejunum,8,Ile-Leu-CA_20580,144098,84.41148387021188
Jejunum,8,Ile-Leu-gMCA_20581,0,0
Jejunum,8,Lys-CA_21586,9515,66.8329001896467
Jejunum,8,Lys-CA_21588,0,NA
Jejunum,8,Lys-bMCA_21589,0,NA
Jejunum,8,Lys-gMCA_21590,0,NA
Jejunum,8,Met-CA_21765,3339,6.89036092366743
Jejunum,8,Met-gMCA_21769,0,0
Jejunum,8,Phe-bMCA_22813,0,0
Jejunum,8,Arg-bMCA_23369,0,NA
Jejunum,8,Tyr-bMCA_23804,1855,37.903555373927254
Jejunum,8,Trp-bMCA_25122,0,0
Jejunum,12,Ala-CA_17790,262357,29.58755585228157
Jejunum,12,Ala-bMCA_17791,104968,66.55296377781018
Jejunum,12,Asn-CA_20646,0,0
Jejunum,12,Gln-CA_21582,12313647,61.74357749855929
Jejunum,12,His-CA_22165,5760,100
Jejunum,12,Arg-CA_23368,0,0
Jejunum,12,Phe-CA_22812,9402,10.018327508311312
Jejunum,12,Tyr-CA_23803,5150,3.8842713408655514
Jejunum,12,Trp-CA_25121,11091,16.352377441946185
Jejunum,12,Ornithine-CA_20652,0,NA
Jejunum,12,Arg-DCA_22370,0,NA
Jejunum,12,Ser-CA_18843,162726,31.58523010152437
Jejunum,12,Val-CA_19625,9695,39.24942310027934
Jejunum,12,Thr-CA_19755,7313,16.423374056773266
Jejunum,12,Ile-Leu-CA_20580,137074,80.29687948497151
Jejunum,12,Ile-Leu-gMCA_20581,3908,88.65698729582577
Jejunum,12,Lys-CA_21586,0,0
Jejunum,12,Lys-CA_21588,0,NA
Jejunum,12,Lys-bMCA_21589,0,NA
Jejunum,12,Lys-gMCA_21590,0,NA
Jejunum,12,Met-CA_21765,3469,7.158628944055801
Jejunum,12,Met-gMCA_21769,18733,30.113490226337447
Jejunum,12,Phe-bMCA_22813,0,0
Jejunum,12,Arg-bMCA_23369,0,NA
Jejunum,12,Tyr-bMCA_23804,4894,100
Jejunum,12,Trp-bMCA_25122,3268,36.69024362860671
Jejunum,16,Ala-CA_17790,121811.5,13.737405747512726
Jejunum,16,Ala-bMCA_17791,49018,31.07893051654504
Jejunum,16,Asn-CA_20646,6445.5,5.80184348389652
Jejunum,16,Gln-CA_21582,13643604,68.41230067206357
Jejunum,16,His-CA_22165,3970.5,68.93229166666667
Jejunum,16,Arg-CA_23368,13951,7.896911651496627
Jejunum,16,Phe-CA_22812,8477,9.032691160173899
Jejunum,16,Tyr-CA_23803,4099.5,3.091955410073462
Jejunum,16,Trp-CA_25121,5041,7.432362698120162
Jejunum,16,Ornithine-CA_20652,0,NA
Jejunum,16,Arg-DCA_22370,0,NA
Jejunum,16,Ser-CA_18843,99136.5,19.242463797793658
Jejunum,16,Val-CA_19625,16089,65.13501477672968
Jejunum,16,Thr-CA_19755,4588,10.303629177146965
Jejunum,16,Ile-Leu-CA_20580,136724.5,80.09214511244281
Jejunum,16,Ile-Leu-gMCA_20581,3241.5,73.53675136116152
Jejunum,16,Lys-CA_21586,0,0
Jejunum,16,Lys-CA_21588,0,NA
Jejunum,16,Lys-bMCA_21589,0,NA
Jejunum,16,Lys-gMCA_21590,0,NA
Jejunum,16,Met-CA_21765,10492.5,21.652324645576673
Jejunum,16,Met-gMCA_21769,6474.5,10.407825360082304
Jejunum,16,Phe-bMCA_22813,0,0
Jejunum,16,Arg-bMCA_23369,0,NA
Jejunum,16,Tyr-bMCA_23804,4243,86.69799754801798
Jejunum,16,Trp-bMCA_25122,4363,48.9839452116313
Jejunum,20,Ala-CA_17790,366828.5,41.36942689525597
Jejunum,20,Ala-bMCA_17791,100447,63.68650972286506
Jejunum,20,Asn-CA_20646,17586,15.829837795020433
Jejunum,20,Gln-CA_21582,11140687,55.86207491344294
Jejunum,20,His-CA_22165,5677.5,98.56770833333334
Jejunum,20,Arg-CA_23368,25404,14.37983969569352
Jejunum,20,Phe-CA_22812,12241.5,13.043964708890973
Jejunum,20,Tyr-CA_23803,3378.5,2.5481574223522845
Jejunum,20,Trp-CA_25121,20095,29.627718392922965
Jejunum,20,Ornithine-CA_20652,0,NA
Jejunum,20,Arg-DCA_22370,0,NA
Jejunum,20,Ser-CA_18843,218253.5,42.36315658200318
Jejunum,20,Val-CA_19625,13207,53.46747095259301
Jejunum,20,Thr-CA_19755,17860.5,40.11071685231764
Jejunum,20,Ile-Leu-CA_20580,122587.5,71.81080083651126
Jejunum,20,Ile-Leu-gMCA_20581,0,0
Jejunum,20,Lys-CA_21586,0,0
Jejunum,20,Lys-CA_21588,0,NA
Jejunum,20,Lys-bMCA_21589,0,NA
Jejunum,20,Lys-gMCA_21590,0,NA
Jejunum,20,Met-CA_21765,9543,19.69293629666316
Jejunum,20,Met-gMCA_21769,18683,30.033114711934157
Jejunum,20,Phe-bMCA_22813,0,0
Jejunum,20,Arg-bMCA_23369,0,NA
Jejunum,20,Tyr-bMCA_23804,4074.5,83.25500612995505
Jejunum,20,Trp-bMCA_25122,0,0
Jejunum,24,Ala-CA_17790,886714,100
Jejunum,24,Ala-bMCA_17791,157721,100
Jejunum,24,Asn-CA_20646,109222,98.31494050083714
Jejunum,24,Gln-CA_21582,13020007,65.28543584498438
Jejunum,24,His-CA_22165,3171.5,55.060763888888886
Jejunum,24,Arg-CA_23368,124648,70.55653670244078
Jejunum,24,Phe-CA_22812,62063,66.13140397238088
Jejunum,24,Tyr-CA_23803,27414,20.676391172521985
Jejunum,24,Trp-CA_25121,3688,5.437523037228161
Jejunum,24,Ornithine-CA_20652,0,NA
Jejunum,24,Arg-DCA_22370,0,NA
Jejunum,24,Ser-CA_18843,515196.5,100
Jejunum,24,Val-CA_19625,11493,46.52848062831465
Jejunum,24,Thr-CA_19755,44528,100
Jejunum,24,Ile-Leu-CA_20580,155904,91.32734653708944
Jejunum,24,Ile-Leu-gMCA_20581,4408,100
Jejunum,24,Lys-CA_21586,0,0
Jejunum,24,Lys-CA_21588,0,NA
Jejunum,24,Lys-bMCA_21589,0,NA
Jejunum,24,Lys-gMCA_21590,0,NA
Jejunum,24,Met-CA_21765,39337,81.17583936936379
Jejunum,24,Met-gMCA_21769,62208,100
Jejunum,24,Phe-bMCA_22813,1557.5,7.890070921985816
Jejunum,24,Arg-bMCA_23369,0,NA
Jejunum,24,Tyr-bMCA_23804,1486,30.36371066612178
Jejunum,24,Trp-bMCA_25122,3320.5,37.279667677107895
JejunumConts,0,Ala-CA_17790,5207308,45.721431327170656
JejunumConts,0,Ala-bMCA_17791,1991959,45.23209401202853
JejunumConts,0,Asn-CA_20646,443818,12.255551293808436
JejunumConts,0,Gln-CA_21582,2677312,26.8467498962655
JejunumConts,0,His-CA_22165,228009,10.254425644406746
JejunumConts,0,Arg-CA_23368,8170909,17.50515455524715
JejunumConts,0,Phe-CA_22812,2197381,39.32387898505791
JejunumConts,0,Tyr-CA_23803,1326087,12.502413580614725
JejunumConts,0,Trp-CA_25121,379181,6.413601982903646
JejunumConts,0,Ornithine-CA_20652,0,0
JejunumConts,0,Arg-DCA_22370,27046,2.196722216897688
JejunumConts,0,Ser-CA_18843,4028213,39.50372102825455
JejunumConts,0,Val-CA_19625,423341,27.903609057742944
JejunumConts,0,Thr-CA_19755,513641,31.60478710312577
JejunumConts,0,Ile-Leu-CA_20580,619130,14.993753107402236
JejunumConts,0,Ile-Leu-gMCA_20581,24641,3.0591962734939595
JejunumConts,0,Lys-CA_21586,1267899,11.89586275284123
JejunumConts,0,Lys-CA_21588,71629,4.6756168042564825
JejunumConts,0,Lys-bMCA_21589,0,0
JejunumConts,0,Lys-gMCA_21590,0,0
JejunumConts,0,Met-CA_21765,211205,7.125415133321727
JejunumConts,0,Met-gMCA_21769,531645,48.507312889480936
JejunumConts,0,Phe-bMCA_22813,49575,1.3455478041989777
JejunumConts,0,Arg-bMCA_23369,276410,3.5096883702480617
JejunumConts,0,Tyr-bMCA_23804,40348,1.3386066321874048
JejunumConts,0,Trp-bMCA_25122,19648,1.357271640842492
JejunumConts,4,Ala-CA_17790,9392200,82.46580139124711
JejunumConts,4,Ala-bMCA_17791,2448267,55.59363576787828
JejunumConts,4,Asn-CA_20646,426412,11.774903537701137
JejunumConts,4,Gln-CA_21582,3210072,32.18900155566657
JejunumConts,4,His-CA_22165,468369,21.064322393612283
JejunumConts,4,Arg-CA_23368,46677160,100
JejunumConts,4,Phe-CA_22812,4766646,85.30291764086898
JejunumConts,4,Tyr-CA_23803,6852192,64.60280382643036
JejunumConts,4,Trp-CA_25121,2643754,44.71739326788381
JejunumConts,4,Ornithine-CA_20652,38202,10.098281267347252
JejunumConts,4,Arg-DCA_22370,269613,21.898427385359625
JejunumConts,4,Ser-CA_18843,4799745,47.06995074162157
JejunumConts,4,Val-CA_19625,804976,53.058257066680724
JejunumConts,4,Thr-CA_19755,548011,33.71960374107802
JejunumConts,4,Ile-Leu-CA_20580,1589020,38.48202084008899
JejunumConts,4,Ile-Leu-gMCA_20581,147224,18.27795593396675
JejunumConts,4,Lys-CA_21586,8001575,75.07351769073529
JejunumConts,4,Lys-CA_21588,242535,15.831586670487457
JejunumConts,4,Lys-bMCA_21589,21960,7.552023330112146
JejunumConts,4,Lys-gMCA_21590,17807,2.8206115152926343
JejunumConts,4,Met-CA_21765,820748,27.68954437557606
JejunumConts,4,Met-gMCA_21769,348300,31.77890712675979
JejunumConts,4,Phe-bMCA_22813,1012135,27.471024242116638
JejunumConts,4,Arg-bMCA_23369,3656247,46.42483113727566
JejunumConts,4,Tyr-bMCA_23804,668164,22.167362986737018
JejunumConts,4,Trp-bMCA_25122,350698,24.226000096711132
JejunumConts,8,Ala-CA_17790,11389206,100
JejunumConts,8,Ala-bMCA_17791,4403862,100
JejunumConts,8,Asn-CA_20646,3621363,100
JejunumConts,8,Gln-CA_21582,9972574,100
JejunumConts,8,His-CA_22165,2223518,100
JejunumConts,8,Arg-CA_23368,46250417,99.08575628851456
JejunumConts,8,Phe-CA_22812,5587905,100
JejunumConts,8,Tyr-CA_23803,10606648,100
JejunumConts,8,Trp-CA_25121,5912138,100
JejunumConts,8,Ornithine-CA_20652,378302,100
JejunumConts,8,Arg-DCA_22370,1231198,100
JejunumConts,8,Ser-CA_18843,10197047,100
JejunumConts,8,Val-CA_19625,1517155,100
JejunumConts,8,Thr-CA_19755,1625200,100
JejunumConts,8,Ile-Leu-CA_20580,4129253,100
JejunumConts,8,Ile-Leu-gMCA_20581,805473,100
JejunumConts,8,Lys-CA_21586,10658319,100
JejunumConts,8,Lys-CA_21588,1531969,100
JejunumConts,8,Lys-bMCA_21589,290783,100
JejunumConts,8,Lys-gMCA_21590,631317,100
JejunumConts,8,Met-CA_21765,2964108,100
JejunumConts,8,Met-gMCA_21769,1096010,100
JejunumConts,8,Phe-bMCA_22813,3684373,100
JejunumConts,8,Arg-bMCA_23369,7875628,100
JejunumConts,8,Tyr-bMCA_23804,3014179,100
JejunumConts,8,Trp-bMCA_25122,1447610,100
JejunumConts,12,Ala-CA_17790,1727253.5,15.16570602024408
JejunumConts,12,Ala-bMCA_17791,681855,15.483114593509061
JejunumConts,12,Asn-CA_20646,143310.5,3.9573635672535454
JejunumConts,12,Gln-CA_21582,2622009.5,26.292203998686798
JejunumConts,12,His-CA_22165,130969.5,5.89019292850339
JejunumConts,12,Arg-CA_23368,1878127,4.023653110000694
JejunumConts,12,Phe-CA_22812,750418,13.429326375448403
JejunumConts,12,Tyr-CA_23803,486082,4.582805048305554
JejunumConts,12,Trp-CA_25121,139132,2.3533280177154188
JejunumConts,12,Ornithine-CA_20652,0,0
JejunumConts,12,Arg-DCA_22370,20148,1.6364549000242041
JejunumConts,12,Ser-CA_18843,1627121,15.956786312743287
JejunumConts,12,Val-CA_19625,318235,20.975773734391016
JejunumConts,12,Thr-CA_19755,289817.5,17.832728279596356
JejunumConts,12,Ile-Leu-CA_20580,366952.5,8.886655770426273
JejunumConts,12,Ile-Leu-gMCA_20581,32221,4.000258233361019
JejunumConts,12,Lys-CA_21586,331712.5,3.112240307313001
JejunumConts,12,Lys-CA_21588,1992.5,0.13006137852658897
JejunumConts,12,Lys-bMCA_21589,0,0
JejunumConts,12,Lys-gMCA_21590,0,0
JejunumConts,12,Met-CA_21765,266338,8.98543507861387
JejunumConts,12,Met-gMCA_21769,119491.5,10.902409649546993
JejunumConts,12,Phe-bMCA_22813,27932,0.7581208525846868
JejunumConts,12,Arg-bMCA_23369,53239,0.6759968855816958
JejunumConts,12,Tyr-bMCA_23804,5491.5,0.18218891446062097
JejunumConts,12,Trp-bMCA_25122,87017,6.011080332409972
JejunumConts,16,Ala-CA_17790,711913,6.250769368821672
JejunumConts,16,Ala-bMCA_17791,529601,12.025830963822209
JejunumConts,16,Asn-CA_20646,4518,0.12475965541151217
JejunumConts,16,Gln-CA_21582,2750923,27.584884303691304
JejunumConts,16,His-CA_22165,27827,1.2514852589455088
JejunumConts,16,Arg-CA_23368,465630,0.9975542642268724
JejunumConts,16,Phe-CA_22812,177118,3.1696673440224914
JejunumConts,16,Tyr-CA_23803,55490,0.5231624543399573
JejunumConts,16,Trp-CA_25121,14499,0.24524123083730456
JejunumConts,16,Ornithine-CA_20652,0,0
JejunumConts,16,Arg-DCA_22370,0,0
